order_id,customer_id,order_date,order_status,payment_method,total_amount
1116,336,2025-04-15,Returned,NetBanking,212072
1117,411,2024-11-18,Shipped,NetBanking,205212
1118,810,2026-02-21,Shipped,UPI,295102
1119,14,2026-01-18,Shipped,NetBanking,150893
1120,30,2025-06-11,Shipped,NetBanking,269964
1121,230,2025-08-17,Shipped,NetBanking,33472
1122,767,2024-09-21,Returned,NetBanking,89163
1123,341,2026-02-14,Returned,NetBanking,158256
1124,1309,2024-12-30,Shipped,Credit Card,179099
1125,675,2025-12-10,Delivered,NetBanking,218542
1126,1790,2026-02-08,Cancelled,NetBanking,191882
1127,919,2025-08-23,Delivered,UPI,96440
1128,662,2025-01-28,Cancelled,Credit Card,265037
1129,866,2024-04-04,Shipped,NetBanking,154260
1130,1635,2024-03-16,Returned,NetBanking,242085
1131,874,2024-03-25,Cancelled,UPI,22736
1132,400,2025-09-02,Delivered,COD,345266
1133,1755,2024-07-09,Cancelled,Credit Card,234654
1134,1963,2024-10-29,Returned,COD,245009
1135,400,2025-05-20,Shipped,UPI,670
1136,16,2024-05-10,Delivered,UPI,295057
1137,1690,2024-08-27,Shipped,Credit Card,137634
1138,843,2024-02-27,Returned,COD,63742
1139,332,2024-08-20,Returned,Credit Card,278758
1140,1449,2025-04-12,Shipped,Credit Card,335506
1141,687,2024-10-05,Delivered,Credit Card,179854
1142,7,2024-05-04,Cancelled,NetBanking,154366
1143,1411,2024-07-13,Shipped,NetBanking,166079
1144,1368,2024-09-12,Shipped,COD,206264
1145,1102,2024-06-20,Cancelled,COD,211487
1146,1671,2025-06-19,Cancelled,NetBanking,425281
1147,1077,2025-01-14,Cancelled,UPI,31927
1148,1848,2025-01-07,Cancelled,Credit Card,95754
1149,709,2025-04-15,Cancelled,UPI,117585
1150,1457,2026-02-17,Cancelled,NetBanking,93837
1151,1642,2025-04-04,Delivered,Credit Card,79692
1152,729,2024-10-27,Shipped,NetBanking,225311
1153,740,2025-03-24,Delivered,COD,189650
1154,744,2025-01-19,Shipped,UPI,206919
1155,857,2026-01-06,Cancelled,NetBanking,133816
1156,1056,2025-08-05,Returned,COD,451869
1157,432,2024-05-24,Cancelled,UPI,71881
1158,192,2024-05-10,Delivered,NetBanking,199956
1159,1968,2024-09-01,Shipped,UPI,105890
1160,306,2024-08-05,Delivered,UPI,240322
1161,1849,2025-05-15,Delivered,NetBanking,63848
1162,1206,2025-12-08,Delivered,Credit Card,296430
1163,1993,2025-01-12,Cancelled,Credit Card,157368
1164,484,2024-05-26,Cancelled,UPI,131301
1165,433,2025-01-07,Cancelled,UPI,343008
1166,1461,2026-01-23,Cancelled,COD,245004
1167,658,2024-06-16,Returned,NetBanking,305782
1168,86,2024-02-27,Returned,Credit Card,134288
1169,722,2025-01-24,Delivered,Credit Card,235573
1170,38,2026-01-23,Cancelled,Credit Card,114754
1171,1664,2024-04-05,Cancelled,COD,126374
1172,1873,2024-11-21,Cancelled,NetBanking,382049
1173,1328,2025-10-12,Returned,COD,194571
1174,1726,2024-03-01,Cancelled,NetBanking,164623
1175,1767,2024-04-08,Delivered,UPI,53520
1176,46,2024-05-02,Returned,COD,274248
1177,1263,2025-12-26,Returned,UPI,203895
1178,1180,2024-04-08,Cancelled,NetBanking,177960
1179,608,2025-08-01,Shipped,Credit Card,166715
1180,1809,2025-05-17,Shipped,NetBanking,114586
1181,683,2025-05-29,Returned,COD,259361
1182,70,2025-06-26,Shipped,UPI,251944
1183,702,2026-02-06,Cancelled,NetBanking,168781
1184,1698,2025-02-21,Delivered,NetBanking,213412
1185,1649,2024-11-21,Delivered,UPI,190356
1186,48,2024-11-27,Delivered,COD,220860
1187,925,2024-05-20,Cancelled,NetBanking,21303
1188,236,2024-11-05,Delivered,COD,140702
1189,782,2025-06-12,Cancelled,Credit Card,322933
1190,48,2024-06-06,Shipped,UPI,257283
1191,278,2025-03-23,Returned,Credit Card,123268
1192,712,2025-02-03,Shipped,COD,97429
1193,1190,2025-05-26,Delivered,COD,283114
1194,369,2026-01-22,Returned,Credit Card,223787
1195,79,2025-11-24,Cancelled,COD,229265
1196,1116,2024-08-22,Shipped,COD,156426
1197,1588,2025-08-15,Shipped,NetBanking,244125
1198,942,2025-12-19,Returned,NetBanking,125271
1199,1045,2025-01-28,Returned,COD,296687
1200,1944,2025-10-12,Shipped,Credit Card,209957
1201,1741,2025-05-13,Delivered,NetBanking,83861
1202,1651,2025-10-03,Returned,COD,345970
1203,1499,2024-10-14,Cancelled,COD,55959
1204,1076,2025-11-28,Delivered,NetBanking,74639
1205,1321,2025-02-18,Delivered,Credit Card,342363
1206,1706,2026-02-22,Delivered,COD,429356
1207,894,2024-09-10,Cancelled,NetBanking,196660
1208,654,2025-08-14,Shipped,Credit Card,261357
1209,301,2024-03-07,Delivered,NetBanking,212098
1210,1545,2025-07-13,Delivered,COD,399838
1211,814,2025-07-29,Cancelled,NetBanking,70666
1212,690,2024-07-19,Shipped,COD,462852
1213,254,2025-12-14,Cancelled,NetBanking,255553
1214,1612,2024-12-15,Shipped,UPI,48926
1215,1822,2025-08-11,Shipped,COD,341119
1216,1329,2024-07-12,Returned,COD,230464
1217,751,2025-08-25,Delivered,Credit Card,232134
1218,1751,2025-06-19,Shipped,Credit Card,143696
1219,1715,2024-12-23,Shipped,NetBanking,72624
1220,1292,2026-01-07,Returned,NetBanking,405490
1221,616,2025-04-03,Delivered,UPI,98824
1222,1295,2025-01-24,Returned,Credit Card,149004
1223,1879,2025-12-13,Delivered,UPI,63374
1224,812,2024-04-12,Delivered,NetBanking,66754
1225,1348,2024-03-31,Delivered,NetBanking,123303
1226,770,2024-05-04,Returned,COD,121986
1227,1987,2024-03-13,Cancelled,NetBanking,181160
1228,1549,2025-05-19,Returned,NetBanking,77359
1229,425,2024-07-14,Shipped,Credit Card,256488
1230,1434,2025-05-18,Returned,NetBanking,39141
1231,37,2024-11-26,Shipped,COD,451650
1232,116,2026-01-21,Delivered,UPI,108457
1233,1355,2024-05-04,Cancelled,NetBanking,28374
1234,1266,2025-08-18,Delivered,COD,27542
1235,1838,2024-06-18,Delivered,UPI,170493
1236,13,2025-01-07,Shipped,NetBanking,165273
1237,1848,2025-03-28,Shipped,Credit Card,206917
1238,782,2024-07-28,Cancelled,COD,190619
1239,501,2025-03-31,Cancelled,UPI,116820
1240,1457,2026-02-21,Shipped,NetBanking,162654
1241,1084,2024-08-23,Shipped,NetBanking,189628
1242,1710,2025-01-03,Cancelled,COD,174738
1243,1430,2024-08-02,Shipped,Credit Card,490479
1244,1053,2025-05-11,Shipped,Credit Card,129385
1245,1866,2025-07-08,Cancelled,COD,176366
1246,1896,2025-03-11,Shipped,UPI,252339
1247,326,2025-06-24,Cancelled,UPI,86782
1248,1558,2024-11-18,Cancelled,NetBanking,331935
1249,931,2025-12-21,Returned,UPI,3965
1250,1958,2025-03-15,Delivered,Credit Card,153148
1251,46,2025-04-14,Shipped,UPI,52393
1252,348,2025-11-06,Shipped,Credit Card,114624
1253,187,2024-03-06,Returned,NetBanking,311030
1254,1187,2025-09-14,Shipped,UPI,150573
1255,711,2024-09-24,Returned,Credit Card,386389
1256,567,2024-05-17,Cancelled,NetBanking,326112
1257,293,2024-12-06,Returned,NetBanking,83270
1258,780,2024-04-25,Shipped,UPI,246131
1259,1473,2026-02-03,Cancelled,Credit Card,348306
1260,1973,2025-01-17,Delivered,Credit Card,165588
1261,1818,2025-03-03,Shipped,UPI,139637
1262,894,2024-04-16,Returned,COD,340116
1263,1703,2025-11-22,Returned,COD,226641
1264,1989,2025-01-04,Delivered,NetBanking,296142
1265,1325,2025-06-11,Shipped,Credit Card,148999
1266,1995,2025-05-31,Shipped,Credit Card,288788
1267,348,2024-09-12,Cancelled,COD,146042
1268,1025,2025-02-23,Returned,UPI,39565
1269,244,2025-04-26,Shipped,COD,190591
1270,1933,2025-11-13,Delivered,UPI,181863
1271,463,2026-01-11,Returned,UPI,317340
1272,1528,2025-08-23,Shipped,UPI,159108
1273,1188,2025-11-04,Delivered,COD,160330
1274,1368,2024-06-26,Cancelled,COD,246434
1275,74,2024-12-16,Returned,COD,156478
1276,832,2025-04-22,Shipped,UPI,127134
1277,982,2024-04-02,Returned,NetBanking,150050
1278,344,2024-11-23,Returned,Credit Card,72303
1279,592,2024-04-04,Shipped,UPI,34758
1280,35,2025-11-05,Delivered,COD,84798
1281,1804,2024-04-28,Delivered,NetBanking,213452
1282,1702,2024-07-23,Returned,Credit Card,171870
1283,1487,2024-08-27,Returned,Credit Card,350342
1284,1177,2024-06-16,Returned,NetBanking,281790
1285,1105,2025-03-05,Shipped,UPI,108961
1286,1942,2024-03-28,Returned,Credit Card,38075
1287,633,2024-11-29,Returned,NetBanking,296274
1288,1984,2024-10-09,Shipped,Credit Card,328255
1289,1783,2026-01-28,Cancelled,Credit Card,338200
1290,773,2024-05-08,Cancelled,UPI,319979
1291,1653,2025-10-17,Shipped,UPI,274877
1292,583,2025-04-16,Delivered,Credit Card,67974
1293,1819,2024-09-19,Returned,NetBanking,105062
1294,45,2024-05-10,Shipped,UPI,387131
1295,1801,2024-03-19,Shipped,NetBanking,84739
1296,1403,2025-03-04,Returned,NetBanking,42307
1297,427,2025-05-16,Cancelled,COD,291698
1298,1857,2025-03-02,Shipped,UPI,284202
1299,474,2025-07-03,Delivered,NetBanking,63417
1300,1619,2025-11-17,Delivered,COD,182089
1301,552,2024-03-13,Shipped,COD,224000
1302,443,2025-10-18,Cancelled,Credit Card,103540
1303,933,2024-04-05,Cancelled,COD,224057
1304,858,2025-12-29,Shipped,UPI,25978
1305,1292,2024-10-14,Delivered,NetBanking,214656
1306,1631,2024-12-10,Returned,COD,184922
1307,1938,2024-07-21,Returned,COD,349814
1308,1658,2024-11-14,Shipped,UPI,99223
1309,1256,2025-08-04,Delivered,NetBanking,74789
1310,736,2024-10-14,Cancelled,NetBanking,115391
1311,395,2025-02-05,Delivered,UPI,317802
1312,850,2024-10-09,Delivered,COD,431492
1313,1047,2026-02-03,Delivered,NetBanking,107600
1314,1611,2025-10-27,Delivered,UPI,162784
1315,1854,2025-08-07,Delivered,COD,555400
1316,1639,2026-02-21,Delivered,NetBanking,430993
1317,1265,2024-06-29,Returned,Credit Card,480942
1318,868,2025-09-30,Shipped,UPI,18689
1319,1990,2024-10-21,Returned,COD,362630
1320,1668,2026-02-17,Returned,COD,5836
1321,1826,2024-06-19,Returned,COD,3799
1322,434,2024-08-09,Cancelled,UPI,55475
1323,1733,2025-08-31,Shipped,COD,285256
1324,61,2024-05-22,Cancelled,Credit Card,409792
1325,354,2025-11-20,Shipped,UPI,135308
1326,1203,2025-08-18,Shipped,UPI,200898
1327,884,2024-10-24,Delivered,COD,220039
1328,837,2025-07-08,Cancelled,Credit Card,250232
1329,241,2024-07-29,Returned,UPI,115449
1330,146,2025-05-10,Delivered,NetBanking,51007
1331,47,2024-12-24,Cancelled,COD,132667
1332,1876,2025-05-02,Shipped,UPI,216688
1333,1469,2024-12-07,Delivered,UPI,271197
1334,1000,2024-09-20,Cancelled,NetBanking,351441
1335,1530,2024-12-14,Shipped,Credit Card,86119
1336,1674,2024-03-29,Shipped,COD,176778
1337,913,2024-09-12,Delivered,NetBanking,108224
1338,1280,2025-05-29,Returned,NetBanking,41937
1339,1071,2025-05-25,Returned,COD,343315
1340,174,2024-08-17,Cancelled,COD,88223
1341,1699,2024-05-13,Delivered,Credit Card,311491
1342,1261,2025-03-15,Cancelled,NetBanking,214874
1343,513,2025-02-19,Returned,Credit Card,65674
1344,347,2025-05-20,Returned,COD,194786
1345,735,2025-02-04,Shipped,UPI,267050
1346,235,2024-04-26,Returned,NetBanking,57337
1347,1955,2025-07-23,Cancelled,COD,267032
1348,652,2024-08-13,Delivered,UPI,184048
1349,1110,2024-12-07,Returned,NetBanking,1566
1350,1337,2025-08-14,Cancelled,NetBanking,213698
1351,999,2024-11-11,Shipped,Credit Card,317358
1352,503,2025-04-13,Cancelled,NetBanking,196949
1353,964,2025-06-10,Shipped,NetBanking,166625
1354,1975,2024-04-19,Shipped,COD,81132
1355,153,2024-04-30,Returned,UPI,105924
1356,1283,2025-05-23,Delivered,UPI,16761
1357,437,2025-06-27,Cancelled,Credit Card,264704
1358,1987,2024-07-11,Shipped,COD,312773
1359,1485,2024-09-10,Returned,COD,298902
1360,1700,2024-06-28,Delivered,COD,116827
1361,1978,2025-10-23,Shipped,COD,190836
1362,1771,2024-10-22,Delivered,COD,562926
1363,475,2024-05-09,Returned,UPI,359197
1364,408,2025-07-07,Returned,COD,67659
1365,1953,2024-09-23,Cancelled,UPI,268858
1366,460,2024-03-07,Cancelled,NetBanking,80578
1367,922,2025-02-26,Cancelled,UPI,391964
1368,1478,2025-11-09,Delivered,UPI,323188
1369,1703,2025-10-21,Delivered,UPI,12740
1370,441,2025-12-08,Returned,COD,79863
1371,765,2024-12-08,Cancelled,UPI,239443
1372,1052,2025-03-01,Returned,COD,34286
1373,59,2025-11-01,Returned,NetBanking,222673
1374,3,2025-01-21,Cancelled,UPI,160848
1375,243,2025-12-30,Shipped,Credit Card,257387
1376,685,2025-08-03,Cancelled,NetBanking,138069
1377,518,2025-02-23,Cancelled,NetBanking,193305
1378,169,2026-01-14,Shipped,Credit Card,6636
1379,1686,2025-03-22,Shipped,UPI,108812
1380,151,2024-12-05,Delivered,UPI,259099
1381,405,2025-02-03,Shipped,UPI,91329
1382,1449,2024-08-23,Cancelled,COD,281060
1383,1477,2026-02-13,Delivered,COD,181019
1384,1168,2025-06-19,Shipped,NetBanking,223887
1385,923,2025-09-30,Delivered,Credit Card,73719
1386,1083,2024-11-21,Shipped,UPI,480286
1387,1285,2025-01-12,Cancelled,Credit Card,4743
1388,165,2025-11-04,Delivered,COD,251029
1389,657,2025-01-24,Shipped,NetBanking,149094
1390,188,2025-08-16,Shipped,UPI,38396
1391,1933,2024-07-07,Cancelled,NetBanking,234502
1392,903,2025-05-22,Returned,Credit Card,58227
1393,1975,2024-11-04,Cancelled,Credit Card,183938
1394,1734,2025-04-19,Delivered,COD,158892
1395,1017,2025-03-22,Cancelled,Credit Card,55063
1396,1816,2025-04-20,Delivered,Credit Card,168495
1397,1661,2025-11-24,Delivered,UPI,284594
1398,1639,2024-12-25,Shipped,Credit Card,238150
1399,517,2025-07-28,Shipped,Credit Card,289869
1400,1241,2024-05-03,Shipped,NetBanking,115441
1401,1941,2025-11-13,Delivered,COD,212562
1402,1985,2025-07-03,Cancelled,UPI,217222
1403,1219,2024-08-20,Returned,Credit Card,160971
1404,484,2024-11-09,Shipped,NetBanking,125932
1405,1524,2024-04-10,Delivered,COD,47502
1406,1737,2025-05-28,Shipped,Credit Card,117487
1407,1878,2025-04-19,Shipped,Credit Card,272328
1408,1553,2025-10-28,Cancelled,COD,21734
1409,1190,2025-06-19,Cancelled,Credit Card,343368
1410,1729,2025-09-28,Returned,UPI,255371
1411,1300,2024-12-03,Returned,COD,142049
1412,1392,2025-09-03,Cancelled,NetBanking,31829
1413,1044,2025-05-21,Returned,Credit Card,113526
1414,1846,2024-10-02,Delivered,Credit Card,206430
1415,57,2025-10-07,Returned,UPI,130589
1416,477,2025-04-04,Cancelled,UPI,205703
1417,1263,2024-03-28,Cancelled,COD,179220
1418,423,2026-02-07,Returned,Credit Card,251161
1419,1801,2024-12-14,Cancelled,UPI,256976
1420,1656,2025-09-16,Cancelled,NetBanking,459739
1421,513,2025-01-09,Delivered,UPI,171906
1422,1043,2025-01-26,Delivered,COD,145443
1423,940,2025-09-15,Returned,COD,294446
1424,1962,2025-02-23,Delivered,UPI,480041
1425,1321,2025-11-20,Delivered,Credit Card,213308
1426,1008,2025-12-28,Returned,UPI,178249
1427,873,2025-01-17,Delivered,NetBanking,79392
1428,1463,2024-12-10,Cancelled,COD,138826
1429,1013,2025-11-11,Returned,COD,338290
1430,1529,2024-06-10,Delivered,Credit Card,185230
1431,796,2024-07-01,Returned,NetBanking,289613
1432,705,2024-05-15,Delivered,COD,149223
1433,916,2024-07-03,Shipped,NetBanking,310429
1434,1399,2025-11-09,Returned,COD,300365
1435,153,2025-05-18,Shipped,NetBanking,257840
1436,27,2026-02-07,Returned,UPI,282568
1437,1939,2025-10-05,Returned,UPI,288103
1438,67,2024-07-16,Cancelled,Credit Card,413445
1439,1815,2024-08-02,Delivered,COD,51752
1440,727,2024-05-13,Shipped,UPI,142448
1441,904,2024-04-28,Shipped,COD,153626
1442,1014,2025-05-07,Delivered,NetBanking,40624
1443,770,2024-07-11,Shipped,COD,56300
1444,43,2025-09-08,Returned,NetBanking,160971
1445,1790,2026-01-17,Shipped,UPI,441377
1446,40,2024-08-17,Shipped,COD,208204
1447,1613,2025-09-27,Shipped,COD,198545
1448,1344,2025-05-11,Cancelled,COD,81452
1449,927,2025-03-24,Shipped,NetBanking,29405
1450,408,2025-07-23,Returned,COD,32205
1451,927,2026-02-15,Returned,Credit Card,195479
1452,1419,2025-12-28,Returned,COD,206472
1453,691,2024-05-07,Cancelled,NetBanking,625681
1454,1663,2025-01-01,Delivered,UPI,282173
1455,1110,2024-02-27,Returned,UPI,287959
1456,136,2024-05-12,Shipped,COD,98140
1457,377,2026-02-13,Cancelled,Credit Card,109648
1458,1401,2024-10-10,Shipped,NetBanking,269687
1459,1759,2024-04-30,Cancelled,Credit Card,28214
1460,41,2024-09-12,Shipped,Credit Card,110006
1461,1436,2025-08-19,Delivered,Credit Card,40615
1462,1000,2026-02-21,Cancelled,UPI,189147
1463,435,2025-05-24,Shipped,Credit Card,205946
1464,1026,2025-02-05,Delivered,COD,36609
1465,66,2024-08-16,Shipped,UPI,62496
1466,463,2024-09-23,Delivered,Credit Card,8325
1467,1462,2026-01-17,Shipped,UPI,86898
1468,366,2025-03-15,Returned,COD,230608
1469,1558,2025-07-08,Returned,UPI,34948
1470,1411,2024-06-08,Returned,Credit Card,382584
1471,812,2026-01-27,Shipped,COD,75570
1472,782,2026-01-06,Returned,UPI,103371
1473,1601,2025-08-20,Returned,COD,242149
1474,1282,2026-01-29,Cancelled,Credit Card,96460
1475,167,2025-05-04,Cancelled,Credit Card,159690
1476,1526,2024-07-10,Cancelled,NetBanking,36533
1477,1226,2025-10-30,Cancelled,NetBanking,63806
1478,108,2025-09-12,Delivered,Credit Card,330810
1479,563,2024-12-02,Cancelled,UPI,161968
1480,1033,2025-03-17,Shipped,NetBanking,305823
1481,1785,2025-06-07,Cancelled,UPI,29781
1482,1905,2025-02-10,Shipped,NetBanking,33522
1483,231,2026-01-03,Cancelled,Credit Card,363627
1484,1837,2025-11-29,Shipped,Credit Card,103095
1485,319,2025-04-08,Shipped,NetBanking,262945
1486,395,2025-05-04,Delivered,COD,69240
1487,885,2024-06-04,Shipped,UPI,227576
1488,1912,2024-09-08,Shipped,UPI,223870
1489,520,2024-06-27,Cancelled,NetBanking,63923
1490,639,2025-12-27,Shipped,UPI,321285
1491,167,2025-09-27,Shipped,UPI,26845
1492,52,2025-02-14,Cancelled,UPI,207828
1493,173,2025-08-05,Shipped,COD,76638
1494,1269,2024-06-20,Returned,Credit Card,127790
1495,248,2025-10-21,Delivered,NetBanking,314363
1496,1253,2025-01-30,Delivered,COD,111849
1497,1035,2025-02-24,Returned,NetBanking,9112
1498,865,2025-02-09,Returned,Credit Card,181261
1499,458,2025-06-25,Returned,UPI,341243
1500,1241,2024-11-13,Returned,NetBanking,216533
1501,1591,2026-02-24,Delivered,Credit Card,201061
1502,1414,2025-12-29,Delivered,NetBanking,259517
1503,613,2024-03-18,Shipped,Credit Card,366001
1504,1168,2025-06-27,Shipped,COD,284364
1505,802,2025-01-01,Shipped,Credit Card,215260
1506,718,2024-03-23,Delivered,UPI,357275
1507,1158,2025-09-10,Cancelled,NetBanking,120604
1508,345,2025-06-21,Cancelled,NetBanking,285903
1509,372,2025-12-19,Delivered,COD,377798
1510,1462,2025-10-30,Delivered,UPI,132145
1511,730,2024-03-28,Shipped,COD,380088
1512,887,2024-07-03,Delivered,UPI,124488
1513,433,2025-03-23,Delivered,NetBanking,49808
1514,1427,2025-09-28,Returned,COD,277476
1515,1573,2025-12-16,Shipped,COD,68159
1516,1437,2025-01-28,Returned,UPI,452743
1517,477,2025-07-31,Shipped,UPI,272361
1518,1137,2025-05-16,Shipped,NetBanking,238290
1519,113,2025-01-07,Delivered,COD,55343
1520,201,2025-04-07,Cancelled,COD,370827
1521,1923,2024-07-26,Shipped,NetBanking,103891
1522,1658,2025-04-13,Delivered,COD,183841
1523,1517,2024-08-19,Shipped,NetBanking,58241
1524,358,2025-11-26,Shipped,NetBanking,294943
1525,93,2025-12-25,Returned,COD,92402
1526,317,2025-12-22,Returned,COD,72273
1527,36,2024-05-01,Returned,COD,121200
1528,722,2024-11-07,Shipped,COD,232012
1529,1606,2024-05-20,Shipped,UPI,58151
1530,343,2025-09-09,Returned,UPI,296927
1531,991,2025-04-14,Returned,NetBanking,302434
1532,921,2025-01-18,Shipped,COD,328126
1533,1297,2025-06-24,Returned,Credit Card,149227
1534,957,2025-04-17,Cancelled,UPI,281591
1535,1531,2025-03-03,Returned,COD,179854
1536,530,2025-03-21,Returned,NetBanking,218878
1537,1020,2025-12-31,Shipped,Credit Card,93018
1538,929,2025-03-29,Delivered,Credit Card,331422
1539,1263,2024-04-01,Cancelled,UPI,61082
1540,91,2025-06-11,Delivered,Credit Card,185894
1541,388,2024-08-28,Shipped,UPI,495073
1542,189,2024-05-20,Returned,COD,79653
1543,1806,2024-11-11,Delivered,Credit Card,3318
1544,1322,2025-01-03,Delivered,Credit Card,81198
1545,1432,2025-06-06,Shipped,Credit Card,332439
1546,903,2025-01-20,Shipped,NetBanking,216146
1547,1565,2024-07-25,Shipped,NetBanking,6176
1548,1419,2024-09-10,Shipped,NetBanking,252490
1549,1548,2024-12-11,Cancelled,NetBanking,98332
1550,803,2025-10-26,Cancelled,NetBanking,68403
1551,1131,2024-10-13,Shipped,COD,16667
1552,1866,2025-07-29,Cancelled,UPI,176996
1553,347,2025-01-15,Returned,UPI,166350
1554,29,2024-08-22,Returned,COD,49066
1555,763,2024-04-23,Cancelled,UPI,6226
1556,1401,2025-06-15,Returned,Credit Card,282784
1557,963,2024-06-18,Delivered,COD,6224
1558,899,2025-03-08,Cancelled,Credit Card,357876
1559,986,2024-10-27,Delivered,Credit Card,122575
1560,575,2025-02-20,Shipped,Credit Card,160293
1561,1282,2025-07-12,Shipped,NetBanking,93718
1562,1944,2024-12-18,Delivered,COD,282100
1563,883,2025-12-27,Cancelled,UPI,114936
1564,377,2025-07-16,Delivered,COD,347394
1565,951,2024-09-16,Returned,NetBanking,243554
1566,919,2025-07-11,Shipped,NetBanking,360140
1567,1823,2024-08-14,Delivered,Credit Card,291757
1568,1308,2025-12-11,Shipped,Credit Card,104940
1569,32,2025-11-17,Cancelled,NetBanking,129907
1570,385,2025-11-15,Cancelled,UPI,310413
1571,32,2024-11-25,Returned,UPI,68941
1572,748,2025-08-30,Returned,COD,61161
1573,1693,2025-03-14,Delivered,Credit Card,439762
1574,1330,2025-10-22,Shipped,UPI,275870
1575,1203,2025-09-01,Shipped,COD,81964
1576,1783,2026-01-17,Returned,Credit Card,188510
1577,1662,2025-04-26,Returned,COD,492639
1578,1473,2025-04-05,Cancelled,COD,67071
1579,566,2024-10-26,Delivered,UPI,272527
1580,368,2024-06-26,Returned,COD,263807
1581,983,2025-05-23,Delivered,Credit Card,5584
1582,1671,2025-09-25,Cancelled,Credit Card,210448
1583,479,2025-11-04,Returned,UPI,287915
1584,1744,2024-12-15,Cancelled,NetBanking,241432
1585,1542,2025-03-02,Shipped,NetBanking,183361
1586,240,2024-11-13,Shipped,NetBanking,274105
1587,1730,2024-08-21,Shipped,Credit Card,366131
1588,604,2024-08-22,Shipped,UPI,299472
1589,163,2024-03-03,Returned,UPI,292188
1590,796,2025-06-06,Delivered,NetBanking,165279
1591,360,2025-09-21,Shipped,COD,438313
1592,1149,2024-06-29,Cancelled,UPI,290045
1593,1358,2024-06-23,Cancelled,Credit Card,347270
1594,1555,2025-07-15,Cancelled,Credit Card,596853
1595,376,2025-12-26,Cancelled,UPI,225294
1596,477,2025-05-02,Returned,COD,101417
1597,35,2025-06-28,Returned,NetBanking,159340
1598,1699,2024-11-14,Returned,NetBanking,204029
1599,1699,2024-10-24,Cancelled,UPI,527997
1600,1232,2024-08-01,Returned,Credit Card,141236
1601,78,2025-08-29,Returned,UPI,352533
1602,1581,2025-09-02,Delivered,NetBanking,310335
1603,508,2026-02-13,Returned,Credit Card,1171
1604,98,2024-03-10,Delivered,NetBanking,52139
1605,379,2024-04-23,Returned,Credit Card,209852
1606,1728,2024-03-21,Cancelled,Credit Card,205096
1607,1030,2025-09-24,Delivered,UPI,22073
1608,1676,2024-05-14,Shipped,COD,468722
1609,187,2025-10-18,Shipped,NetBanking,484873
1610,388,2024-03-17,Shipped,COD,91706
1611,755,2026-02-06,Cancelled,COD,26816
1612,1461,2025-02-21,Shipped,Credit Card,98831
1613,678,2025-03-11,Returned,COD,569293
1614,862,2025-10-12,Returned,Credit Card,95540
1615,180,2025-02-01,Delivered,COD,459560
1616,356,2024-11-14,Cancelled,Credit Card,158754
1617,1888,2025-09-26,Cancelled,Credit Card,215479
1618,789,2026-02-10,Cancelled,UPI,1864
1619,1411,2024-07-27,Cancelled,Credit Card,90671
1620,1116,2026-02-14,Cancelled,NetBanking,34104
1621,249,2025-04-12,Shipped,Credit Card,213463
1622,1230,2025-07-11,Returned,UPI,489025
1623,1729,2026-02-12,Shipped,Credit Card,244488
1624,1349,2024-11-04,Delivered,COD,148448
1625,354,2024-08-14,Shipped,COD,210455
1626,1737,2025-05-16,Returned,UPI,60836
1627,1485,2024-03-23,Cancelled,UPI,261663
1628,407,2024-08-14,Returned,COD,186047
1629,29,2024-09-03,Cancelled,UPI,390625
1630,25,2025-07-17,Cancelled,COD,250856
1631,1989,2024-06-26,Returned,NetBanking,54608
1632,1782,2026-02-19,Cancelled,Credit Card,242911
1633,1264,2024-05-03,Cancelled,NetBanking,339509
1634,1832,2024-10-10,Shipped,NetBanking,18838
1635,830,2025-03-03,Returned,Credit Card,96579
1636,1242,2024-09-29,Returned,UPI,127269
1637,515,2024-11-15,Delivered,UPI,70030
1638,1146,2025-10-12,Delivered,UPI,414329
1639,1724,2025-09-30,Shipped,COD,166321
1640,1422,2025-05-18,Delivered,NetBanking,208374
1641,1402,2024-04-09,Returned,Credit Card,88601
1642,1526,2025-02-11,Returned,NetBanking,101850
1643,337,2025-07-18,Shipped,NetBanking,255989
1644,260,2025-03-08,Delivered,NetBanking,38585
1645,1551,2025-07-28,Shipped,COD,27532
1646,441,2024-09-11,Delivered,COD,146092
1647,1433,2024-09-09,Shipped,NetBanking,195281
1648,227,2024-07-10,Shipped,COD,178706
1649,567,2024-04-11,Returned,Credit Card,145001
1650,750,2025-12-07,Returned,Credit Card,128004
1651,962,2025-07-13,Delivered,COD,298678
1652,1733,2025-03-15,Returned,Credit Card,285174
1653,1105,2024-06-12,Returned,NetBanking,129144
1654,371,2025-10-11,Cancelled,Credit Card,296377
1655,967,2024-05-01,Shipped,NetBanking,224725
1656,475,2024-10-01,Shipped,UPI,575827
1657,1435,2025-12-31,Cancelled,NetBanking,84382
1658,1228,2024-11-13,Returned,NetBanking,397672
1659,238,2024-03-25,Returned,Credit Card,370779
1660,1229,2025-08-03,Returned,Credit Card,192562
1661,322,2026-01-18,Returned,NetBanking,191853
1662,605,2024-05-16,Returned,UPI,1566
1663,965,2024-07-18,Cancelled,Credit Card,129525
1664,1338,2024-03-30,Cancelled,NetBanking,227596
1665,588,2025-12-23,Cancelled,NetBanking,70479
1666,1454,2024-10-05,Cancelled,COD,132040
1667,31,2024-06-29,Cancelled,UPI,195852
1668,1308,2024-08-18,Cancelled,COD,400959
