inv_id,product_id,stock_in,stock_out,updated_at
2561,445,46,31,2024-10-10
2562,189,44,43,2024-06-12
2563,337,34,1,2024-11-19
2564,464,5,22,2025-09-13
2565,164,41,27,2024-05-22
2566,70,14,29,2024-09-28
2567,5,32,30,2024-11-23
2568,341,35,34,2024-10-03
2569,12,47,17,2025-02-10
2570,149,39,26,2025-04-29
2571,145,47,32,2024-04-06
2572,208,45,40,2024-05-10
2573,410,40,21,2025-01-20
2574,451,45,36,2024-07-22
2575,393,34,38,2025-12-16
2576,36,32,14,2025-11-23
2577,181,32,8,2025-12-30
2578,92,22,44,2025-06-10
2579,310,48,36,2026-02-06
2580,495,4,2,2025-07-14
2581,61,13,22,2026-02-24
2582,323,26,13,2024-06-22
2583,207,20,31,2025-11-29
2584,300,5,11,2024-08-23
2585,290,26,36,2025-10-11
2586,201,21,2,2025-11-22
2587,352,29,13,2024-10-23
2588,498,31,42,2026-02-04
2589,458,15,46,2025-10-27
2590,486,7,44,2024-06-20
2591,80,25,39,2025-10-25
2592,421,25,25,2025-07-28
2593,390,44,35,2024-03-27
2594,141,30,10,2024-10-17
2595,229,13,23,2025-09-20
2596,176,31,2,2024-12-26
2597,428,18,20,2024-03-14
2598,197,16,5,2025-10-17
2599,286,3,33,2025-04-25
2600,65,49,45,2026-02-08
2601,111,45,19,2024-11-06
2602,287,39,5,2025-11-16
2603,113,15,47,2025-07-22
2604,320,34,38,2024-07-20
2605,418,29,29,2025-08-29
2606,31,25,46,2024-08-09
2607,213,6,39,2025-08-14
2608,218,45,39,2024-10-10
2609,273,35,43,2024-05-30
2610,265,4,21,2025-12-16
2611,145,36,5,2025-04-07
2612,442,37,9,2024-07-20
2613,321,47,1,2024-03-06
2614,219,42,5,2025-07-26
2615,160,45,20,2024-07-10
2616,313,36,11,2025-01-29
2617,259,11,34,2025-11-23
2618,421,16,20,2025-05-24
2619,297,15,42,2024-11-26
2620,338,41,32,2025-12-09
2621,185,48,32,2026-02-06
2622,493,32,28,2025-05-18
2623,305,4,40,2025-02-18
2624,50,15,20,2026-01-22
2625,211,34,3,2024-05-19
2626,165,45,11,2025-10-16
2627,358,5,39,2025-03-03
2628,177,21,30,2025-12-29
2629,454,45,2,2025-02-02
2630,294,40,12,2024-04-08
2631,44,8,3,2025-06-15
2632,281,17,11,2025-06-16
2633,434,43,34,2024-04-22
2634,498,40,2,2024-10-22
2635,322,47,35,2024-05-20
2636,268,17,50,2024-06-04
2637,149,46,42,2025-09-20
2638,28,49,30,2026-01-14
2639,366,19,1,2025-07-02
2640,346,13,44,2024-08-30
2641,230,15,18,2024-09-16
2642,85,40,22,2025-09-09
2643,494,20,12,2025-08-17
2644,339,3,34,2024-08-01
2645,7,16,37,2024-12-29
2646,441,25,38,2025-06-15
2647,406,28,17,2024-05-14
2648,376,1,0,2025-02-22
2649,279,31,5,2024-03-13
2650,33,5,29,2024-09-07
2651,87,45,31,2026-01-21
2652,135,29,16,2025-01-01
2653,17,7,35,2025-11-13
2654,46,28,22,2025-03-06
2655,430,31,9,2025-07-24
2656,133,27,0,2025-11-11
2657,21,3,35,2024-07-05
2658,303,37,3,2025-09-20
2659,413,48,15,2025-04-15
2660,55,46,17,2025-07-06
2661,12,20,43,2024-03-19
2662,227,15,2,2024-12-17
2663,57,27,43,2024-06-25
2664,278,7,0,2025-09-26
2665,288,21,25,2026-02-23
2666,36,18,14,2024-12-22
2667,446,12,46,2024-11-08
2668,380,9,34,2025-08-14
2669,13,20,7,2025-02-01
2670,236,16,38,2024-08-06
2671,326,17,18,2025-04-02
2672,180,18,12,2025-12-17
2673,208,5,22,2025-10-10
2674,232,41,14,2026-01-25
2675,364,5,45,2024-07-26
2676,465,43,35,2024-06-25
2677,266,32,48,2024-09-13
2678,327,34,40,2025-07-11
2679,378,4,47,2025-09-22
2680,112,23,23,2024-08-24
2681,400,9,5,2025-10-28
2682,409,18,34,2025-12-26
2683,217,5,40,2025-05-19
2684,219,48,41,2024-04-08
2685,53,30,28,2024-07-21
2686,437,33,38,2025-08-13
2687,327,37,29,2025-10-25
2688,308,46,13,2024-06-09
2689,217,6,50,2025-03-02
2690,413,17,44,2024-07-08
2691,45,11,42,2024-08-12
2692,101,8,36,2025-01-12
2693,61,0,33,2025-04-21
2694,475,20,5,2025-01-01
2695,398,4,12,2024-07-30
2696,60,31,15,2025-02-18
2697,162,4,17,2024-05-23
2698,122,25,32,2025-06-13
2699,83,8,15,2025-06-10
2700,177,10,2,2025-11-26
2701,366,40,9,2026-02-10
2702,227,24,5,2024-03-15
2703,87,12,22,2025-05-02
2704,426,25,5,2025-03-23
2705,289,49,49,2026-02-26
2706,373,23,18,2025-12-15
2707,245,23,18,2025-01-25
2708,278,49,16,2024-10-30
2709,220,40,40,2025-01-26
2710,263,42,3,2024-03-10
2711,221,27,40,2024-11-11
2712,348,39,27,2026-01-19
2713,245,29,11,2025-06-25
2714,163,14,38,2025-09-12
2715,441,42,29,2025-04-28
2716,411,1,50,2025-11-29
2717,50,12,26,2025-05-26
2718,60,50,41,2025-09-07
2719,402,6,8,2024-09-28
2720,80,12,14,2024-09-18
2721,349,10,27,2025-05-18
2722,138,17,6,2024-06-19
2723,484,5,28,2025-10-08
2724,133,34,11,2024-04-14
2725,453,20,12,2024-10-13
2726,247,41,6,2025-02-25
2727,329,7,29,2025-10-12
2728,75,38,31,2025-06-06
2729,211,24,11,2025-05-07
2730,96,0,39,2025-01-12
2731,44,16,0,2024-05-14
2732,488,41,4,2025-07-15
2733,412,32,18,2025-05-04
2734,477,29,28,2025-10-19
2735,293,32,32,2025-11-05
2736,181,28,5,2024-03-16
2737,335,34,44,2025-01-27
2738,86,30,43,2024-04-23
2739,437,8,31,2025-07-25
2740,276,10,39,2025-11-29
2741,356,37,23,2024-09-13
2742,55,36,20,2024-07-04
2743,437,10,7,2025-01-26
2744,335,44,45,2025-09-26
2745,234,21,15,2025-09-01
2746,270,14,8,2024-06-10
2747,107,22,36,2024-04-01
2748,142,31,18,2024-11-19
2749,77,49,19,2025-12-31
2750,110,22,43,2024-11-11
2751,127,12,34,2024-05-18
2752,212,28,3,2025-06-03
2753,349,42,7,2024-11-14
2754,361,9,47,2025-08-28
2755,459,27,13,2024-06-14
2756,244,47,44,2024-05-21
2757,112,12,17,2024-05-23
2758,3,6,24,2025-07-25
2759,284,3,48,2025-11-20
2760,16,0,33,2026-01-22
2761,266,22,15,2024-09-03
2762,280,23,11,2024-10-08
2763,409,13,30,2025-08-19
2764,484,12,9,2025-09-19
2765,363,3,14,2026-01-05
2766,324,13,5,2025-03-12
2767,377,48,33,2024-10-28
2768,40,27,21,2024-06-29
2769,279,48,36,2025-01-02
2770,276,12,27,2025-05-07
2771,406,42,6,2024-05-19
2772,299,24,5,2025-03-30
2773,154,6,42,2025-05-06
2774,234,45,40,2025-11-11
2775,52,7,10,2024-11-25
2776,72,43,48,2026-02-10
2777,49,49,50,2024-12-02
2778,306,7,19,2025-03-11
2779,379,45,33,2025-05-21
2780,226,36,16,2024-08-22
2781,338,47,27,2024-06-22
2782,190,4,45,2025-01-04
2783,268,38,16,2024-05-22
2784,222,25,30,2024-09-20
2785,306,30,38,2026-02-21
2786,333,31,15,2024-10-28
2787,329,3,22,2025-06-14
2788,369,20,42,2025-04-30
2789,209,25,3,2025-06-13
2790,254,8,36,2024-12-04
2791,457,13,39,2025-02-09
2792,63,24,13,2025-09-20
2793,408,49,39,2024-12-27
2794,273,43,0,2026-01-16
2795,470,17,22,2024-11-03
2796,140,11,46,2025-07-04
2797,262,24,5,2025-08-20
2798,286,46,43,2025-10-12
2799,256,30,26,2025-10-09
2800,131,18,29,2024-08-21
2801,441,38,33,2024-08-01
2802,466,42,26,2025-10-03
2803,53,17,0,2025-11-20
2804,390,44,20,2025-06-10
2805,285,33,41,2025-05-02
2806,438,14,47,2024-09-26
2807,442,36,38,2024-09-12
2808,124,20,16,2025-12-24
2809,458,15,24,2025-07-03
2810,170,1,43,2025-04-16
2811,422,9,0,2026-01-27
2812,354,47,26,2025-03-12
2813,190,24,13,2025-04-13
2814,480,48,29,2024-08-14
2815,178,1,23,2025-04-13
2816,53,46,23,2024-11-07
2817,415,0,12,2026-02-19
2818,472,3,46,2024-09-14
2819,466,6,15,2025-08-17
2820,287,21,30,2024-11-23
2821,489,13,36,2024-04-04
2822,73,34,7,2024-07-26
2823,207,29,43,2024-04-25
2824,80,16,47,2025-01-09
2825,430,48,6,2025-04-02
2826,240,6,34,2026-02-11
2827,341,45,11,2025-03-02
2828,436,40,43,2025-09-11
2829,87,19,11,2024-09-05
2830,115,29,41,2024-07-18
2831,216,44,39,2024-08-18
2832,324,32,29,2024-03-22
2833,357,4,19,2024-03-25
2834,100,46,0,2024-04-08
2835,285,1,13,2025-06-17
2836,291,46,39,2026-02-14
2837,439,0,39,2025-11-01
2838,314,42,4,2024-06-29
2839,344,34,21,2026-02-02
2840,321,17,29,2024-11-18
2841,291,43,3,2024-06-24
2842,276,1,26,2025-04-22
2843,68,49,29,2025-03-09
2844,266,33,49,2024-05-16
2845,336,17,40,2025-03-01
2846,89,31,33,2025-02-15
2847,278,18,33,2024-10-23
2848,195,38,19,2026-01-24
2849,286,12,12,2025-03-21
2850,183,5,11,2025-01-31
2851,225,8,34,2024-11-05
2852,281,46,2,2024-06-14
2853,361,32,42,2025-02-08
2854,441,33,11,2024-03-30
2855,449,29,8,2025-03-26
2856,203,19,33,2025-02-01
2857,266,17,19,2024-06-13
2858,208,2,46,2025-05-30
2859,165,40,30,2024-12-06
2860,319,40,31,2024-06-30
2861,302,26,15,2025-10-25
2862,264,40,36,2024-08-17
2863,233,50,47,2024-11-11
2864,491,38,28,2025-01-17
2865,226,50,31,2025-02-26
2866,187,38,38,2025-07-02
2867,295,37,49,2025-03-14
2868,383,3,42,2024-10-29
2869,375,46,45,2024-10-29
2870,389,21,8,2025-05-31
2871,453,44,25,2025-09-28
2872,302,42,50,2024-07-24
2873,99,2,20,2025-08-08
2874,90,11,4,2024-05-25
2875,116,19,29,2025-04-17
2876,274,47,15,2026-01-19
2877,485,12,8,2024-06-29
2878,133,15,21,2024-10-08
2879,237,12,39,2024-11-06
2880,370,42,10,2025-08-15
2881,126,6,45,2024-08-01
2882,311,46,10,2024-04-13
2883,53,21,4,2025-01-29
2884,20,19,49,2024-03-16
2885,167,33,6,2025-09-15
2886,328,22,3,2025-01-07
2887,388,50,15,2024-08-30
2888,64,14,49,2024-03-12
2889,49,17,15,2025-07-18
2890,273,33,47,2025-01-22
2891,374,38,7,2025-07-02
2892,300,33,10,2026-01-23
2893,446,21,18,2024-12-24
2894,470,43,28,2024-06-05
2895,443,22,33,2025-06-02
2896,435,10,46,2025-02-19
2897,22,38,35,2025-03-20
2898,403,48,28,2025-09-15
2899,44,10,26,2025-12-07
2900,247,26,27,2024-07-12
2901,270,13,12,2025-07-19
2902,169,2,39,2025-07-04
2903,345,16,34,2024-03-25
2904,81,13,34,2025-05-23
2905,447,18,16,2024-06-06
2906,207,13,0,2025-07-21
2907,16,2,22,2024-05-21
2908,265,33,5,2024-05-14
2909,297,5,38,2024-09-07
2910,232,14,48,2024-10-25
2911,264,44,40,2025-01-29
2912,431,33,50,2024-07-28
2913,102,8,42,2024-09-08
2914,84,35,7,2024-05-30
2915,56,36,50,2025-11-02
2916,266,25,25,2024-12-11
2917,149,42,47,2025-04-13
2918,188,15,32,2025-05-05
2919,483,3,5,2025-06-23
2920,183,34,30,2025-04-17
2921,65,44,35,2024-12-07
2922,142,36,40,2025-06-23
2923,304,13,45,2024-04-21
2924,22,14,12,2025-02-08
2925,117,23,11,2026-01-10
2926,446,22,4,2026-01-21
2927,352,21,0,2024-09-03
2928,495,45,13,2024-11-16
2929,352,32,23,2024-06-09
2930,39,49,23,2025-09-22
2931,129,15,25,2026-02-07
2932,463,47,7,2024-03-25
2933,328,7,18,2025-08-01
2934,80,22,34,2026-02-25
2935,302,43,37,2024-09-28
2936,204,45,38,2025-07-07
2937,72,37,31,2025-05-06
2938,364,6,50,2025-08-06
2939,268,10,47,2026-01-29
2940,39,42,16,2025-01-17
2941,46,7,12,2024-09-15
2942,37,9,21,2026-01-11
2943,311,48,17,2025-11-12
2944,197,1,34,2025-08-11
2945,484,30,46,2024-05-13
2946,13,24,14,2025-01-09
2947,480,17,31,2024-10-29
2948,173,9,25,2025-08-20
2949,332,40,34,2024-08-28
2950,174,42,39,2024-03-17
2951,399,42,37,2024-05-29
2952,6,37,42,2024-10-18
2953,73,38,23,2025-03-25
2954,367,44,42,2026-01-22
2955,40,5,37,2024-07-06
2956,394,0,42,2024-12-23
2957,144,34,36,2025-10-05
2958,195,11,2,2025-07-01
2959,292,37,32,2024-07-30
2960,77,46,24,2024-09-22
2961,393,29,1,2024-09-18
2962,15,6,32,2024-06-07
2963,40,12,16,2026-01-27
2964,292,43,28,2025-08-01
2965,246,34,37,2025-06-03
2966,462,5,41,2025-03-26
2967,269,29,35,2025-08-26
2968,175,48,9,2024-11-11
2969,413,3,19,2025-03-18
2970,421,17,4,2025-11-10
2971,53,24,1,2026-01-14
2972,460,39,11,2025-09-03
2973,65,11,9,2024-07-08
2974,155,33,43,2025-02-05
2975,211,24,16,2025-05-14
2976,450,32,34,2026-02-13
2977,338,10,16,2024-10-07
2978,147,15,29,2024-03-25
2979,82,0,35,2024-11-03
2980,433,23,32,2025-10-20
2981,496,11,5,2024-07-07
2982,46,37,38,2024-11-02
2983,259,29,18,2025-06-13
2984,127,1,6,2025-07-06
2985,39,5,37,2024-07-21
2986,455,17,0,2025-09-30
2987,417,0,24,2024-07-13
2988,123,7,8,2024-09-25
2989,434,6,29,2026-01-25
2990,127,38,46,2025-08-15
2991,111,45,19,2025-09-06
2992,380,45,10,2024-11-18
2993,353,46,34,2025-01-09
2994,145,23,32,2025-10-09
2995,96,27,15,2025-07-17
2996,6,31,26,2025-12-18
2997,249,16,12,2024-02-29
2998,456,2,1,2025-03-19
2999,241,18,46,2025-04-05
3000,375,34,8,2025-05-14
3001,243,40,46,2026-02-18
3002,217,42,32,2026-02-15
3003,353,48,9,2024-04-05
3004,74,30,45,2024-08-29
3005,1,19,4,2025-01-05
3006,413,47,10,2024-02-27
3007,146,14,10,2024-03-17
3008,167,0,18,2024-05-07
3009,207,29,12,2025-05-12
3010,262,30,28,2025-05-22
3011,221,12,45,2025-10-27
3012,4,15,31,2024-11-27
3013,367,12,14,2025-10-06
3014,448,14,38,2025-06-01
3015,425,11,41,2025-05-15
3016,257,13,28,2025-02-21
3017,199,11,13,2025-04-15
3018,43,2,13,2024-07-24
3019,34,42,2,2024-11-19
3020,210,42,43,2024-05-03
3021,88,5,10,2025-02-20
3022,394,45,23,2024-10-15
3023,282,30,34,2025-08-21
3024,98,22,45,2024-04-28
3025,161,35,26,2026-01-05
3026,54,37,49,2026-02-16
3027,321,7,39,2024-11-01
3028,151,29,41,2025-05-31
3029,144,38,23,2025-07-28
3030,218,43,8,2025-11-10
3031,465,16,11,2024-05-10
3032,84,16,18,2025-12-28
3033,379,45,34,2024-12-19
3034,434,16,28,2025-11-28
3035,404,7,40,2024-03-28
3036,116,49,0,2024-12-01
3037,217,39,37,2025-04-16
3038,177,15,5,2025-04-23
3039,289,27,6,2024-06-12
3040,94,3,19,2024-12-27
3041,369,50,18,2024-08-17
3042,303,50,50,2025-01-05
3043,238,25,3,2024-05-07
3044,353,2,8,2025-04-12
3045,346,39,33,2025-10-16
3046,119,31,37,2025-05-07
3047,180,15,24,2026-01-31
3048,134,12,18,2024-05-06
3049,95,7,40,2024-03-08
3050,316,8,50,2024-03-06
3051,95,1,6,2024-12-26
3052,326,29,45,2025-05-27
3053,298,47,22,2024-04-13
3054,417,30,25,2026-01-18
3055,171,16,2,2024-08-22
3056,305,34,17,2025-01-01
3057,425,27,29,2025-02-03
3058,383,37,48,2025-10-15
3059,110,15,14,2026-02-23
3060,259,44,30,2024-03-29
3061,411,7,2,2024-04-13
3062,174,31,1,2026-01-31
3063,2,12,27,2024-03-20
3064,338,46,23,2025-03-25
3065,425,19,37,2025-01-11
3066,35,29,37,2025-07-04
3067,97,28,18,2025-08-18
3068,297,25,8,2025-12-10
3069,246,48,34,2024-10-08
3070,218,13,11,2025-08-12
3071,61,26,49,2025-07-29
3072,266,33,30,2025-08-15
3073,458,15,33,2024-11-12
3074,135,16,10,2024-04-27
3075,439,8,13,2025-03-11
3076,59,26,37,2025-06-17
3077,217,34,34,2024-05-29
3078,95,23,17,2026-02-02
3079,476,6,26,2024-08-05
3080,78,44,4,2025-07-06
3081,471,32,31,2025-01-21
3082,218,1,22,2024-10-30
3083,142,12,37,2024-03-29
3084,329,21,49,2026-01-29
3085,210,40,0,2025-07-31
3086,334,29,7,2025-05-20
3087,282,0,50,2025-05-14
3088,313,46,9,2025-01-29
3089,210,15,11,2024-06-22
3090,482,17,40,2025-12-09
3091,298,15,9,2024-11-12
3092,271,10,46,2025-03-12
3093,103,47,50,2025-06-02
3094,341,5,50,2025-01-26
3095,208,21,9,2024-08-15
3096,48,28,47,2024-11-11
3097,113,18,29,2024-11-30
3098,408,10,22,2025-07-06
3099,194,35,21,2025-06-23
3100,351,28,17,2025-06-27
3101,237,10,27,2025-05-17
3102,395,4,33,2026-02-11
3103,356,14,26,2025-05-17
3104,170,29,39,2025-04-11
3105,105,48,38,2024-11-15
3106,43,16,42,2025-09-02
3107,385,11,34,2025-06-01
3108,90,40,50,2025-08-10
3109,267,5,36,2024-08-28
3110,323,20,10,2024-11-28
3111,463,23,11,2024-06-19
3112,114,7,50,2025-01-30
3113,427,23,38,2025-07-23
3114,316,21,4,2025-12-07
3115,387,47,26,2025-08-23
3116,64,20,43,2025-08-22
3117,298,48,15,2024-09-04
3118,480,46,18,2025-07-05
3119,80,35,12,2025-09-22
3120,236,22,23,2024-03-08
3121,163,20,39,2025-06-14
3122,435,20,11,2024-08-03
3123,49,17,14,2024-11-02
3124,78,10,11,2025-10-08
3125,188,24,14,2025-11-06
3126,196,36,44,2025-03-28
3127,481,11,27,2024-07-02
3128,416,1,0,2024-05-08
3129,373,47,27,2024-07-01
3130,63,10,31,2024-10-25
3131,42,9,1,2024-03-18
3132,256,34,48,2024-12-26
3133,33,33,41,2025-10-26
3134,250,37,26,2026-02-23
3135,332,48,36,2025-01-02
3136,307,35,3,2026-02-14
3137,24,33,24,2024-12-17
3138,42,27,2,2025-10-26
3139,169,22,11,2024-09-27
3140,338,11,34,2025-09-10
3141,38,44,48,2024-06-02
3142,381,41,6,2024-07-25
3143,220,23,13,2024-09-20
3144,26,42,17,2024-09-08
3145,290,32,5,2025-02-27
3146,355,29,46,2024-12-29
3147,184,29,26,2024-06-27
3148,104,35,16,2024-09-10
3149,322,5,23,2025-07-07
3150,41,0,39,2024-11-11
3151,8,11,16,2024-06-13
3152,63,6,45,2025-08-10
3153,269,25,35,2025-04-27
3154,70,0,17,2025-05-05
3155,130,5,12,2024-03-20
3156,42,33,42,2024-10-22
3157,226,9,20,2024-07-04
3158,214,39,9,2024-11-25
3159,295,47,33,2025-08-08
3160,257,40,12,2025-02-16
3161,46,48,21,2024-10-08
3162,131,19,31,2025-01-13
3163,175,44,28,2025-12-07
3164,351,19,25,2024-06-07
3165,38,46,47,2025-07-03
3166,294,35,13,2025-03-13
3167,445,1,37,2025-09-30
3168,303,26,41,2024-09-28
3169,440,12,4,2025-06-29
3170,24,20,24,2024-04-11
3171,416,50,23,2024-11-05
3172,165,6,29,2024-10-28
3173,235,20,45,2025-02-04
3174,187,21,41,2024-06-28
3175,119,31,18,2025-09-11
3176,132,35,22,2025-03-16
3177,351,0,25,2025-07-19
3178,266,18,9,2024-11-01
3179,4,12,6,2024-05-12
3180,339,15,3,2024-07-14
3181,331,19,7,2024-05-17
3182,350,22,11,2025-11-23
3183,96,35,20,2025-02-21
3184,335,0,43,2025-11-01
3185,25,12,44,2025-11-02
3186,170,27,22,2024-05-25
3187,204,48,44,2024-09-22
3188,297,27,41,2025-12-30
3189,58,26,36,2025-11-28
3190,28,12,17,2025-12-18
3191,177,32,16,2024-05-21
3192,467,38,7,2024-06-22
3193,353,2,46,2024-10-28
3194,193,28,18,2025-01-01
3195,208,27,47,2026-02-08
3196,190,7,45,2025-12-15
3197,435,10,25,2026-02-13
3198,375,14,21,2025-03-10
3199,186,45,15,2024-11-25
3200,410,27,49,2025-10-26
3201,312,33,43,2025-11-03
3202,126,15,3,2025-02-12
3203,374,19,34,2024-05-03
3204,448,36,30,2024-08-25
3205,418,21,4,2025-07-20
3206,121,49,43,2024-09-05
3207,60,7,47,2024-07-11
3208,185,40,32,2025-10-07
3209,266,7,33,2024-05-19
3210,10,6,38,2024-08-10
3211,440,27,36,2024-09-30
3212,236,25,45,2025-01-13
3213,117,20,2,2025-08-24
3214,197,3,36,2024-05-16
3215,490,13,28,2025-11-26
3216,328,35,43,2025-12-10
3217,113,19,20,2026-02-19
3218,102,50,12,2024-05-28
3219,142,16,15,2025-12-21
3220,462,31,7,2024-07-13
3221,434,32,41,2024-06-13
3222,364,49,11,2025-08-07
3223,232,48,50,2025-11-16
3224,398,9,30,2026-01-16
3225,225,45,34,2024-07-23
3226,224,16,7,2025-05-04
3227,396,45,32,2025-05-01
3228,142,42,26,2024-02-28
3229,327,44,2,2024-06-01
3230,124,13,36,2025-06-01
3231,490,47,19,2024-02-28
3232,58,2,43,2024-09-12
3233,254,32,3,2024-10-12
3234,288,19,33,2025-01-23
3235,72,26,5,2026-02-20
3236,153,22,11,2024-04-14
3237,382,17,46,2025-07-24
3238,53,41,38,2025-01-27
3239,446,25,27,2025-08-11
3240,32,20,9,2024-04-26
3241,37,32,32,2024-05-16
3242,469,19,35,2025-09-19
3243,203,13,4,2025-09-18
3244,461,50,0,2025-10-12
3245,371,41,42,2025-11-21
3246,104,49,24,2024-10-06
3247,343,36,27,2025-05-05
3248,422,41,2,2024-06-24
3249,132,35,7,2025-08-21
3250,280,31,4,2025-08-12
3251,245,25,1,2024-03-08
3252,466,40,46,2024-03-12
3253,124,0,20,2024-10-15
3254,21,34,27,2025-12-05
3255,83,20,11,2024-04-16
3256,256,44,15,2025-09-06
3257,42,26,5,2025-08-22
3258,58,40,10,2025-07-23
3259,104,37,12,2025-09-24
3260,28,23,44,2025-01-03
3261,96,43,21,2025-07-29
3262,306,26,24,2025-02-11
3263,22,2,3,2024-09-27
3264,296,10,33,2024-03-13
3265,359,27,9,2024-09-03
3266,417,32,41,2025-02-28
3267,301,42,16,2024-10-27
3268,334,40,24,2025-03-20
3269,321,20,7,2025-12-06
3270,34,0,5,2025-02-10
3271,50,11,32,2024-06-03
3272,157,0,45,2024-12-30
3273,175,13,1,2025-01-18
3274,231,9,25,2024-10-23
3275,356,3,36,2024-07-27
3276,222,49,5,2026-02-08
3277,293,17,46,2025-06-19
3278,206,26,0,2025-04-10
3279,355,33,6,2024-03-17
3280,167,1,0,2024-12-25
3281,274,17,19,2024-06-20
3282,268,20,32,2026-01-05
3283,80,33,26,2025-08-02
3284,230,50,19,2025-05-09
3285,456,47,13,2024-09-26
3286,345,26,15,2025-03-28
3287,379,9,44,2024-07-24
3288,114,27,50,2025-12-05
3289,417,5,19,2025-11-05
3290,295,23,11,2025-05-03
3291,166,3,20,2024-07-25
3292,493,3,9,2025-07-25
3293,222,25,10,2024-06-16
3294,282,36,21,2024-06-03
3295,435,10,15,2024-04-09
3296,260,39,1,2024-06-28
3297,14,14,11,2025-04-05
3298,155,6,45,2024-09-07
3299,42,28,38,2024-12-17
3300,416,14,48,2024-10-27
3301,91,15,49,2024-06-11
3302,85,15,45,2025-08-27
3303,412,30,30,2025-07-31
3304,236,46,17,2024-11-08
3305,114,13,21,2024-06-25
3306,478,22,30,2024-02-29
3307,471,8,19,2025-12-07
3308,170,41,43,2024-09-01
3309,447,49,1,2024-05-30
3310,2,23,29,2024-04-19
3311,97,20,40,2024-12-30
3312,235,6,28,2025-04-12
3313,341,4,37,2026-02-06
3314,392,4,2,2024-05-16
3315,487,42,39,2025-02-14
3316,388,16,15,2024-07-29
3317,435,43,39,2026-01-10
3318,379,46,37,2024-08-02
3319,71,23,21,2026-01-28
3320,222,22,41,2026-02-03
3321,44,38,2,2025-01-20
3322,211,3,9,2024-12-09
3323,416,4,0,2026-01-12
3324,262,42,15,2024-06-19
3325,258,27,30,2025-06-03
3326,4,50,2,2024-07-10
3327,3,43,35,2025-09-04
3328,364,14,33,2024-08-14
3329,405,6,16,2024-05-30
3330,193,45,22,2024-09-02
3331,351,8,25,2024-08-02
3332,218,23,43,2024-09-18
3333,168,33,36,2025-05-06
3334,298,18,2,2025-05-14
3335,178,22,33,2025-09-01
3336,472,19,15,2024-07-07
3337,230,25,8,2024-11-18
3338,48,36,49,2024-09-24
3339,172,34,28,2024-07-30
3340,209,23,21,2025-03-09
3341,52,30,6,2025-01-14
3342,8,31,32,2025-03-06
3343,259,14,5,2024-11-22
3344,453,17,12,2025-11-12
3345,417,33,26,2025-06-08
3346,404,26,31,2024-04-15
3347,22,29,17,2024-03-24
3348,309,23,39,2025-08-06
3349,157,39,4,2026-02-26
3350,151,36,1,2025-10-31
3351,346,48,18,2025-01-19
3352,317,1,45,2025-12-24
3353,62,29,18,2025-07-23
3354,252,34,3,2025-07-10
3355,211,33,12,2025-06-28
3356,468,28,10,2024-11-19
3357,297,33,14,2026-01-06
3358,307,1,22,2025-08-01
3359,459,40,18,2024-08-17
3360,38,13,28,2025-10-18
3361,499,9,43,2026-01-11
3362,280,28,28,2025-10-05
3363,279,26,11,2025-07-21
3364,425,40,6,2024-11-25
3365,59,43,33,2025-07-23
3366,24,0,20,2024-03-10
3367,467,10,0,2024-09-04
3368,300,18,14,2025-01-20
3369,249,29,34,2025-01-29
3370,346,45,50,2024-09-19
3371,220,28,13,2024-12-05
3372,183,26,50,2025-12-31
3373,427,37,1,2024-08-08
3374,331,38,10,2025-09-01
3375,311,3,8,2025-11-14
3376,482,6,18,2026-02-14
3377,484,15,11,2025-10-23
3378,259,49,12,2026-01-14
3379,428,17,34,2024-12-12
3380,285,46,23,2025-02-06
3381,229,26,1,2026-01-08
3382,322,8,42,2025-10-26
3383,221,16,13,2025-04-11
3384,461,10,9,2025-02-06
3385,42,32,33,2025-02-15
3386,435,11,43,2024-03-11
3387,99,2,44,2024-09-21
3388,281,38,38,2025-01-30
3389,246,15,49,2026-01-21
3390,111,38,34,2025-04-10
3391,392,25,24,2024-09-02
3392,34,34,0,2025-05-01
3393,402,0,9,2025-01-13
3394,145,21,8,2025-04-08
3395,361,5,48,2026-02-25
3396,460,33,44,2025-11-21
3397,171,17,12,2025-05-02
3398,352,39,6,2025-06-07
3399,51,37,44,2025-08-04
3400,207,37,46,2025-11-22
3401,230,34,27,2024-09-16
3402,17,11,47,2024-09-26
3403,164,41,1,2024-04-29
3404,382,25,35,2024-08-01
3405,25,17,29,2025-03-26
3406,488,35,13,2024-06-24
3407,373,33,35,2025-06-23
3408,232,44,30,2025-04-12
3409,214,1,32,2024-03-13
3410,228,23,25,2024-11-13
3411,48,47,25,2024-12-02
3412,30,34,39,2026-02-15
3413,310,6,11,2024-09-28
3414,278,20,19,2025-09-11
3415,244,14,25,2025-06-18
3416,121,10,29,2024-12-05
3417,94,37,15,2025-12-26
3418,470,17,0,2024-08-03
3419,281,25,35,2025-10-05
3420,165,29,39,2024-06-04
3421,443,16,3,2024-03-07
3422,380,14,6,2025-02-19
3423,421,14,36,2025-09-27
3424,45,13,12,2025-02-26
3425,191,2,50,2026-02-24
3426,495,19,25,2026-02-08
3427,355,21,32,2025-11-17
3428,114,49,11,2026-01-11
3429,329,19,27,2025-10-04
3430,290,43,13,2025-10-17
3431,253,14,49,2025-01-10
3432,440,37,9,2024-08-01
3433,378,36,43,2025-10-26
