delivery_id,order_id,shipped_date,delivered_date,status
1218,1218,2026-01-19,2026-01-23,Delivered
1219,1219,2024-07-27,2025-11-02,Delivered
1220,1220,2024-08-04,2026-01-10,Delayed
1221,1221,2024-12-28,2025-01-23,Delayed
1222,1222,2024-03-29,2026-02-16,Delayed
1223,1223,2025-09-01,2026-01-21,Delayed
1224,1224,2024-03-20,2025-08-08,Lost
1225,1225,2024-08-26,2025-06-21,Lost
1226,1226,2026-01-31,2026-02-21,Lost
1227,1227,2025-04-20,2025-07-22,Delayed
1228,1228,2024-10-14,2025-05-23,Delivered
1229,1229,2024-06-28,2025-08-09,Lost
1230,1230,2025-12-23,2026-01-29,Lost
1231,1231,2025-06-01,2026-01-18,Delayed
1232,1232,2025-02-15,2025-04-01,Lost
1233,1233,2025-06-16,2025-10-17,Lost
1234,1234,2026-01-14,2026-02-06,Lost
1235,1235,2024-06-11,2025-12-22,Delayed
1236,1236,2025-03-15,2025-08-30,Delayed
1237,1237,2024-03-21,2024-10-29,Delayed
1238,1238,2025-07-05,2025-07-21,Delayed
1239,1239,2025-02-28,2025-06-20,Lost
1240,1240,2024-09-25,2025-06-14,Lost
1241,1241,2025-03-10,2025-12-09,Delivered
1242,1242,2025-09-26,2025-12-18,Lost
1243,1243,2024-12-10,2026-02-06,Lost
1244,1244,2024-06-05,2025-01-29,Lost
1245,1245,2024-09-22,2025-03-29,Delayed
1246,1246,2025-07-09,2025-07-09,Lost
1247,1247,2025-10-27,2026-01-09,Delivered
1248,1248,2025-12-02,2025-12-08,Lost
1249,1249,2024-09-03,2024-10-29,Lost
1250,1250,2025-12-05,2026-02-06,Delayed
1251,1251,2025-06-07,2026-02-18,Delayed
1252,1252,2024-08-18,2026-01-18,Lost
1253,1253,2025-10-08,2026-01-22,Lost
1254,1254,2024-03-28,2025-11-12,Delayed
1255,1255,2026-02-04,2026-02-16,Lost
1256,1256,2024-08-27,2025-06-16,Delivered
1257,1257,2024-06-15,2025-12-01,Delivered
1258,1258,2024-11-01,2025-04-13,Lost
1259,1259,2024-07-01,2025-08-03,Lost
1260,1260,2024-03-05,2026-02-22,Lost
1261,1261,2024-07-30,2024-12-16,Delayed
1262,1262,2024-12-18,2025-04-09,Delayed
1263,1263,2024-10-05,2025-10-05,Lost
1264,1264,2025-10-22,2025-12-09,Delivered
1265,1265,2024-10-22,2025-09-07,Delivered
1266,1266,2024-04-07,2024-05-02,Delivered
1267,1267,2025-05-18,2025-08-31,Lost
1268,1268,2026-01-14,2026-01-21,Delayed
1269,1269,2024-08-04,2025-07-04,Delayed
1270,1270,2024-07-31,2025-03-06,Lost
1271,1271,2025-08-31,2025-09-10,Delivered
1272,1272,2024-03-30,2025-11-11,Lost
1273,1273,2025-10-26,2025-11-22,Lost
1274,1274,2025-04-06,2025-10-11,Delayed
1275,1275,2024-10-20,2025-10-15,Lost
1276,1276,2025-10-30,2026-01-18,Delayed
1277,1277,2025-08-31,2025-10-05,Delivered
1278,1278,2024-04-19,2024-06-20,Delivered
1279,1279,2024-06-26,2025-10-15,Lost
1280,1280,2025-10-17,2025-12-22,Delivered
1281,1281,2024-05-18,2024-07-24,Delayed
1282,1282,2025-06-15,2025-09-24,Delayed
1283,1283,2024-05-31,2025-05-19,Lost
1284,1284,2024-07-28,2025-10-14,Delayed
1285,1285,2024-09-22,2024-09-29,Delayed
1286,1286,2025-12-31,2026-01-13,Lost
1287,1287,2025-04-06,2025-06-01,Lost
1288,1288,2025-12-02,2026-02-18,Delivered
1289,1289,2026-01-14,2026-02-15,Lost
1290,1290,2025-02-16,2025-03-14,Delayed
1291,1291,2024-11-28,2025-11-26,Lost
1292,1292,2024-04-29,2024-07-27,Delayed
1293,1293,2025-11-11,2025-12-03,Lost
1294,1294,2024-11-09,2025-12-20,Delivered
1295,1295,2024-10-09,2025-11-13,Lost
1296,1296,2026-01-24,2026-01-31,Delivered
1297,1297,2024-08-06,2025-06-18,Delayed
1298,1298,2025-10-11,2025-11-23,Lost
1299,1299,2025-03-19,2025-09-01,Delivered
1300,1300,2025-03-31,2025-09-08,Delivered
1301,1301,2024-09-26,2025-04-29,Delivered
1302,1302,2025-01-12,2025-01-26,Delivered
1303,1303,2025-04-15,2025-07-10,Delivered
1304,1304,2025-01-11,2025-02-18,Lost
1305,1305,2024-06-03,2024-08-05,Delayed
1306,1306,2025-11-01,2025-12-12,Lost
1307,1307,2025-08-22,2025-12-19,Delayed
1308,1308,2025-09-30,2025-12-28,Delayed
1309,1309,2025-08-06,2025-12-20,Delivered
1310,1310,2025-10-08,2025-11-19,Lost
1311,1311,2024-12-12,2025-05-25,Delayed
1312,1312,2024-04-06,2025-11-29,Delivered
1313,1313,2026-01-02,2026-01-19,Delivered
1314,1314,2025-06-18,2025-09-15,Delayed
1315,1315,2024-03-28,2025-07-27,Delayed
1316,1316,2024-07-09,2025-01-07,Delivered
1317,1317,2024-11-11,2026-02-01,Delayed
1318,1318,2024-08-22,2025-06-13,Lost
1319,1319,2024-05-27,2025-01-27,Delivered
1320,1320,2025-08-06,2025-08-23,Delivered
1321,1321,2025-09-06,2025-09-15,Delayed
1322,1322,2025-07-10,2026-02-03,Lost
1323,1323,2025-05-21,2026-01-13,Delayed
1324,1324,2025-11-01,2026-01-19,Delivered
1325,1325,2026-01-09,2026-01-10,Delayed
1326,1326,2025-04-01,2025-06-04,Delayed
1327,1327,2024-03-12,2025-09-26,Lost
1328,1328,2024-10-06,2025-12-27,Lost
1329,1329,2026-01-01,2026-01-22,Lost
1330,1330,2025-04-20,2025-09-18,Delivered
1331,1331,2025-05-28,2026-02-23,Delayed
1332,1332,2026-01-16,2026-02-01,Delivered
1333,1333,2024-09-29,2025-10-05,Delayed
1334,1334,2025-07-28,2025-08-02,Lost
1335,1335,2024-03-04,2024-09-11,Delayed
1336,1336,2025-09-19,2025-10-10,Delivered
1337,1337,2024-10-07,2025-05-12,Lost
1338,1338,2024-06-04,2024-06-30,Lost
1339,1339,2026-01-08,2026-02-05,Delayed
1340,1340,2026-02-25,2026-02-25,Delayed
1341,1341,2025-03-04,2025-10-07,Delivered
1342,1342,2024-05-05,2025-01-27,Delivered
1343,1343,2024-10-14,2025-06-19,Delivered
1344,1344,2025-06-17,2025-08-30,Lost
1345,1345,2025-11-29,2025-12-02,Lost
1346,1346,2025-02-28,2025-11-27,Lost
1347,1347,2024-09-24,2025-01-19,Delayed
1348,1348,2026-01-15,2026-02-25,Lost
1349,1349,2024-06-04,2024-06-19,Delivered
1350,1350,2025-09-30,2025-12-20,Delivered
1351,1351,2024-04-13,2025-03-24,Delivered
1352,1352,2025-07-31,2026-01-09,Delayed
1353,1353,2025-03-19,2025-07-19,Delivered
1354,1354,2024-05-26,2024-09-16,Delivered
1355,1355,2024-09-30,2025-08-13,Delayed
1356,1356,2025-03-22,2025-09-17,Delayed
1357,1357,2024-11-24,2026-02-11,Lost
1358,1358,2024-09-27,2026-01-07,Delayed
1359,1359,2025-06-10,2026-01-07,Delayed
1360,1360,2025-10-30,2025-11-15,Lost
1361,1361,2025-08-28,2026-01-21,Delivered
1362,1362,2025-06-03,2025-11-19,Lost
1363,1363,2025-03-03,2026-01-26,Delayed
1364,1364,2024-12-15,2026-01-11,Delayed
1365,1365,2024-08-15,2025-06-24,Delayed
1366,1366,2024-08-07,2026-01-16,Delivered
1367,1367,2024-09-17,2025-11-13,Delivered
1368,1368,2026-02-06,2026-02-17,Lost
1369,1369,2025-06-04,2025-11-10,Lost
1370,1370,2024-04-01,2024-06-10,Delayed
1371,1371,2025-07-23,2025-11-26,Lost
1372,1372,2024-12-29,2025-03-26,Delivered
1373,1373,2026-02-15,2026-02-24,Lost
1374,1374,2025-10-04,2026-01-28,Lost
1375,1375,2024-09-04,2025-10-09,Delivered
1376,1376,2025-04-05,2025-11-19,Delayed
1377,1377,2025-06-08,2025-11-16,Delivered
1378,1378,2025-09-19,2025-10-23,Delivered
1379,1379,2025-06-09,2025-07-20,Delivered
1380,1380,2025-11-24,2026-02-14,Delivered
1381,1381,2024-02-29,2025-05-09,Lost
1382,1382,2024-08-24,2025-01-02,Delayed
1383,1383,2024-12-14,2025-09-06,Lost
1384,1384,2024-08-28,2025-10-02,Delivered
1385,1385,2024-07-02,2025-11-11,Delivered
1386,1386,2025-01-22,2025-07-08,Delayed
1387,1387,2025-10-06,2026-02-06,Lost
1388,1388,2024-08-13,2025-03-31,Lost
1389,1389,2025-04-13,2025-12-12,Lost
1390,1390,2025-12-28,2026-02-11,Delivered
1391,1391,2025-05-24,2026-01-07,Delayed
1392,1392,2025-09-01,2026-02-01,Delivered
1393,1393,2025-06-14,2025-09-28,Delivered
1394,1394,2025-08-15,2025-09-20,Lost
1395,1395,2024-07-11,2024-11-17,Delivered
1396,1396,2024-07-05,2025-11-14,Delivered
1397,1397,2025-04-28,2026-01-19,Lost
1398,1398,2024-03-06,2025-12-05,Delayed
1399,1399,2024-04-06,2024-09-11,Delivered
1400,1400,2025-07-07,2025-09-21,Delayed
1401,1401,2025-02-23,2025-07-26,Delivered
1402,1402,2024-11-02,2025-01-02,Lost
1403,1403,2025-01-13,2025-12-11,Delivered
1404,1404,2024-07-06,2025-07-04,Delayed
1405,1405,2025-10-28,2025-11-30,Delayed
1406,1406,2024-07-08,2025-04-14,Delivered
1407,1407,2024-06-20,2024-07-20,Delayed
1408,1408,2025-07-29,2025-10-21,Lost
1409,1409,2026-01-26,2026-02-19,Lost
1410,1410,2024-08-09,2025-05-24,Delivered
1411,1411,2024-04-25,2025-09-27,Delivered
1412,1412,2026-01-19,2026-02-07,Lost
1413,1413,2024-10-12,2025-05-27,Delivered
1414,1414,2026-02-08,2026-02-26,Lost
1415,1415,2024-04-10,2024-07-18,Delivered
1416,1416,2025-04-23,2025-12-18,Delayed
1417,1417,2025-12-30,2026-02-22,Delivered
1418,1418,2025-03-31,2025-05-09,Delayed
1419,1419,2024-10-16,2025-12-20,Delivered
1420,1420,2024-04-14,2025-03-15,Delayed
1421,1421,2025-05-03,2025-10-22,Lost
1422,1422,2024-04-28,2024-09-03,Delayed
1423,1423,2025-10-30,2025-11-10,Lost
1424,1424,2024-03-11,2026-01-03,Delayed
1425,1425,2025-06-16,2025-10-27,Delayed
1426,1426,2024-07-09,2025-05-27,Lost
1427,1427,2024-09-21,2026-01-25,Delayed
1428,1428,2026-02-18,2026-02-20,Delivered
1429,1429,2025-11-05,2025-11-20,Delayed
1430,1430,2026-01-03,2026-01-19,Delivered
1431,1431,2025-05-07,2026-01-04,Delivered
1432,1432,2025-08-29,2025-09-06,Lost
1433,1433,2025-08-31,2026-01-22,Delayed
1434,1434,2024-08-13,2024-08-20,Delivered
1435,1435,2024-08-09,2025-04-08,Delayed
1436,1436,2025-04-06,2025-05-21,Lost
1437,1437,2025-11-30,2026-02-25,Delivered
1438,1438,2026-01-27,2026-02-20,Delivered
1439,1439,2024-11-05,2025-01-11,Lost
1440,1440,2024-12-26,2025-04-19,Delayed
1441,1441,2024-08-22,2024-12-12,Delayed
1442,1442,2025-06-02,2025-07-21,Delayed
1443,1443,2024-06-29,2025-12-08,Delivered
1444,1444,2025-09-21,2025-12-17,Lost
1445,1445,2024-11-09,2025-03-30,Lost
1446,1446,2025-04-30,2025-10-01,Delayed
1447,1447,2025-08-21,2025-09-03,Lost
1448,1448,2024-11-08,2026-02-02,Delayed
1449,1449,2025-10-02,2025-12-29,Lost
1450,1450,2025-07-05,2026-02-19,Lost
1451,1451,2025-03-14,2026-02-09,Delayed
1452,1452,2024-07-16,2024-11-26,Delivered
1453,1453,2025-12-31,2026-02-14,Delivered
1454,1454,2024-08-20,2025-12-17,Lost
1455,1455,2025-05-24,2026-01-29,Delivered
1456,1456,2025-06-25,2026-02-02,Lost
1457,1457,2024-12-25,2025-05-20,Lost
1458,1458,2024-07-18,2025-09-14,Delivered
1459,1459,2025-02-09,2025-06-08,Lost
1460,1460,2025-09-29,2026-01-31,Delayed
1461,1461,2024-11-28,2025-04-19,Lost
1462,1462,2024-07-07,2025-01-31,Delivered
1463,1463,2025-07-24,2026-01-09,Delivered
1464,1464,2024-09-21,2024-09-29,Lost
1465,1465,2025-03-31,2025-10-21,Delivered
1466,1466,2025-10-10,2026-01-22,Lost
1467,1467,2024-09-06,2024-12-16,Lost
1468,1468,2024-08-09,2025-06-13,Lost
1469,1469,2024-12-06,2025-02-26,Lost
1470,1470,2024-12-03,2025-04-18,Delivered
1471,1471,2026-01-19,2026-02-20,Delivered
1472,1472,2025-04-13,2026-01-19,Delivered
1473,1473,2025-09-14,2025-12-09,Lost
1474,1474,2025-09-09,2025-11-04,Delayed
1475,1475,2026-01-24,2026-01-30,Delivered
1476,1476,2025-10-06,2026-02-06,Delivered
1477,1477,2025-09-06,2026-01-30,Delayed
1478,1478,2024-07-15,2025-10-25,Lost
1479,1479,2024-12-07,2025-10-02,Lost
1480,1480,2025-02-11,2026-01-06,Delivered
1481,1481,2024-05-09,2025-08-29,Delayed
1482,1482,2024-06-18,2025-12-04,Delayed
1483,1483,2025-04-01,2025-05-25,Delivered
1484,1484,2025-04-22,2025-08-10,Delayed
1485,1485,2024-11-02,2025-10-12,Lost
1486,1486,2024-11-12,2025-01-17,Delivered
1487,1487,2024-09-06,2024-10-17,Lost
1488,1488,2025-10-01,2026-01-12,Delayed
1489,1489,2024-05-10,2024-12-14,Delayed
1490,1490,2025-08-21,2025-08-26,Lost
1491,1491,2024-03-16,2025-08-26,Delivered
1492,1492,2025-05-27,2025-06-26,Delayed
1493,1493,2024-08-25,2025-10-28,Delivered
1494,1494,2024-09-02,2024-11-14,Delayed
1495,1495,2025-09-11,2025-11-17,Delivered
1496,1496,2025-02-07,2026-01-17,Delivered
1497,1497,2025-02-12,2025-08-20,Delayed
1498,1498,2024-11-09,2026-02-21,Lost
1499,1499,2024-11-12,2025-03-23,Delivered
1500,1500,2025-02-13,2025-06-25,Delayed
1501,1501,2024-10-18,2025-07-24,Delivered
1502,1502,2024-10-08,2025-08-27,Delivered
1503,1503,2026-01-06,2026-02-01,Delivered
1504,1504,2025-06-23,2026-01-12,Delayed
1505,1505,2024-07-30,2025-10-10,Delayed
1506,1506,2025-11-22,2026-01-20,Delivered
1507,1507,2025-12-26,2026-02-01,Delivered
1508,1508,2024-09-06,2025-02-14,Lost
1509,1509,2025-12-26,2026-02-14,Delayed
1510,1510,2025-06-08,2025-06-24,Delayed
1511,1511,2026-02-21,2026-02-22,Delayed
1512,1512,2024-04-25,2025-08-13,Delivered
1513,1513,2025-05-02,2026-01-23,Delayed
1514,1514,2024-08-14,2025-08-13,Lost
1515,1515,2024-10-23,2025-11-06,Lost
1516,1516,2024-05-02,2024-10-29,Delayed
1517,1517,2026-01-02,2026-01-19,Delivered
1518,1518,2026-01-12,2026-01-31,Lost
1519,1519,2024-06-06,2025-10-14,Delivered
1520,1520,2025-07-19,2025-10-17,Delivered
1521,1521,2024-07-01,2024-09-20,Delayed
1522,1522,2025-03-22,2025-05-12,Lost
1523,1523,2025-11-26,2025-12-28,Lost
1524,1524,2025-05-28,2025-11-28,Delivered
1525,1525,2025-05-13,2025-09-10,Delivered
1526,1526,2025-07-12,2026-01-01,Delivered
1527,1527,2024-06-04,2024-11-24,Delivered
1528,1528,2025-01-05,2025-03-25,Delivered
1529,1529,2024-07-25,2024-10-15,Delayed
1530,1530,2025-11-05,2026-02-09,Lost
1531,1531,2025-05-14,2025-08-15,Lost
1532,1532,2025-10-29,2025-11-27,Delayed
1533,1533,2024-10-29,2025-07-06,Lost
1534,1534,2024-12-30,2025-11-25,Delayed
1535,1535,2025-07-18,2026-01-03,Delivered
1536,1536,2024-11-17,2025-07-26,Delayed
1537,1537,2026-01-25,2026-02-02,Lost
1538,1538,2024-04-20,2025-09-11,Delivered
1539,1539,2025-08-12,2025-10-26,Delivered
1540,1540,2025-04-05,2026-02-04,Lost
1541,1541,2024-09-09,2024-12-05,Delayed
1542,1542,2024-07-05,2024-11-21,Delayed
1543,1543,2025-07-15,2025-07-15,Delivered
1544,1544,2026-01-20,2026-02-25,Delivered
1545,1545,2024-08-25,2025-04-04,Delayed
1546,1546,2024-10-23,2024-12-02,Lost
1547,1547,2024-05-06,2024-12-20,Delivered
1548,1548,2025-10-11,2025-10-28,Lost
1549,1549,2024-12-23,2025-08-01,Delayed
1550,1550,2024-07-27,2025-10-13,Delayed
1551,1551,2026-02-18,2026-02-20,Delayed
1552,1552,2024-08-02,2025-07-10,Delayed
1553,1553,2024-08-28,2024-11-23,Lost
1554,1554,2025-06-13,2025-11-07,Delayed
1555,1555,2024-04-11,2025-05-11,Lost
1556,1556,2024-09-11,2024-09-22,Lost
1557,1557,2024-06-30,2024-10-12,Delivered
1558,1558,2025-05-25,2025-12-25,Delivered
1559,1559,2024-03-18,2024-04-22,Lost
1560,1560,2024-12-11,2025-11-06,Delivered
1561,1561,2024-07-29,2025-10-13,Delivered
1562,1562,2024-05-16,2024-08-11,Lost
1563,1563,2024-04-11,2026-01-03,Delivered
1564,1564,2025-01-08,2025-04-30,Delayed
1565,1565,2026-01-04,2026-01-28,Lost
1566,1566,2024-11-24,2025-06-09,Delayed
1567,1567,2025-03-22,2025-08-23,Delivered
1568,1568,2025-01-31,2025-06-24,Lost
1569,1569,2025-11-19,2025-12-22,Delayed
1570,1570,2025-11-29,2025-12-16,Lost
1571,1571,2026-01-27,2026-02-08,Lost
1572,1572,2025-09-06,2025-10-19,Delayed
1573,1573,2025-04-28,2025-08-15,Delayed
1574,1574,2024-06-23,2025-02-02,Lost
1575,1575,2024-11-19,2025-11-13,Delayed
1576,1576,2025-05-08,2026-02-19,Delayed
1577,1577,2024-09-04,2024-11-17,Delayed
1578,1578,2025-10-05,2025-10-14,Lost
1579,1579,2024-05-29,2025-10-05,Delivered
1580,1580,2024-10-25,2025-11-15,Lost
1581,1581,2024-09-06,2025-08-30,Delayed
1582,1582,2025-05-09,2026-02-20,Lost
1583,1583,2025-08-10,2025-10-17,Delayed
1584,1584,2025-06-17,2025-07-05,Delivered
1585,1585,2024-08-03,2026-02-23,Delivered
1586,1586,2024-09-28,2026-02-12,Lost
1587,1587,2025-12-19,2026-02-02,Lost
1588,1588,2025-03-01,2025-10-26,Lost
1589,1589,2025-12-20,2025-12-21,Lost
1590,1590,2025-06-13,2025-11-05,Lost
1591,1591,2024-11-17,2025-07-03,Delayed
1592,1592,2024-10-02,2025-12-15,Lost
1593,1593,2026-01-16,2026-01-31,Lost
1594,1594,2025-03-02,2025-06-15,Delivered
1595,1595,2025-01-16,2025-02-11,Delivered
1596,1596,2025-04-01,2025-07-11,Delayed
1597,1597,2025-12-28,2026-02-04,Delivered
1598,1598,2025-07-25,2025-12-15,Lost
1599,1599,2024-11-09,2026-02-18,Delayed
1600,1600,2025-10-26,2025-11-16,Delivered
1601,1601,2025-11-12,2026-01-11,Delayed
1602,1602,2024-04-04,2025-07-15,Delivered
1603,1603,2024-10-03,2025-04-25,Delivered
1604,1604,2025-04-20,2025-09-13,Lost
1605,1605,2024-11-11,2026-02-15,Delayed
1606,1606,2025-07-11,2025-09-02,Delivered
1607,1607,2024-11-23,2025-07-03,Lost
1608,1608,2025-08-10,2025-11-19,Delivered
1609,1609,2024-10-06,2025-12-29,Delivered
1610,1610,2025-10-13,2025-11-10,Delayed
1611,1611,2025-04-12,2025-12-07,Delayed
1612,1612,2025-03-04,2026-02-25,Delayed
1613,1613,2025-01-20,2025-05-15,Delayed
1614,1614,2024-11-13,2025-10-31,Delayed
1615,1615,2024-05-09,2024-05-16,Delayed
1616,1616,2025-09-27,2025-09-27,Lost
1617,1617,2024-03-13,2025-08-09,Delivered
1618,1618,2024-05-30,2025-08-14,Delivered
1619,1619,2024-03-28,2024-07-04,Delivered
1620,1620,2025-10-06,2025-12-09,Delayed
1621,1621,2025-02-07,2025-11-18,Lost
1622,1622,2024-12-11,2025-05-17,Lost
1623,1623,2024-02-28,2024-07-17,Lost
1624,1624,2025-12-16,2026-02-26,Delivered
1625,1625,2024-05-29,2025-02-07,Delivered
1626,1626,2025-07-28,2025-11-25,Lost
1627,1627,2025-03-15,2025-09-26,Delayed
1628,1628,2024-10-18,2026-02-01,Delivered
1629,1629,2024-04-17,2024-08-05,Delayed
1630,1630,2025-09-07,2025-11-11,Delivered
1631,1631,2024-10-30,2026-02-08,Lost
1632,1632,2025-11-17,2026-02-10,Delivered
1633,1633,2024-10-13,2025-07-02,Delivered
1634,1634,2025-04-14,2025-11-29,Delivered
1635,1635,2024-08-02,2025-03-14,Delivered
1636,1636,2024-09-23,2025-03-01,Delivered
1637,1637,2025-07-14,2026-02-10,Lost
1638,1638,2024-03-18,2024-04-10,Lost
1639,1639,2025-02-04,2025-03-26,Lost
1640,1640,2025-10-16,2025-11-04,Lost
1641,1641,2024-11-04,2025-05-04,Lost
1642,1642,2024-10-05,2026-01-19,Delivered
1643,1643,2024-08-25,2026-02-22,Delivered
1644,1644,2024-04-20,2026-01-20,Delivered
1645,1645,2025-02-11,2025-07-31,Delayed
1646,1646,2025-03-02,2026-02-05,Delivered
1647,1647,2025-06-23,2025-11-26,Delivered
1648,1648,2024-06-29,2026-01-18,Delayed
1649,1649,2024-06-22,2025-11-05,Delayed
1650,1650,2024-03-22,2026-02-15,Lost
1651,1651,2024-04-09,2024-05-28,Lost
1652,1652,2024-09-29,2025-04-14,Delivered
1653,1653,2024-11-14,2025-09-13,Delayed
1654,1654,2024-04-11,2024-04-26,Lost
1655,1655,2025-09-13,2026-01-03,Lost
1656,1656,2024-07-27,2025-09-24,Lost
1657,1657,2025-04-04,2025-11-25,Lost
1658,1658,2025-11-01,2025-11-07,Delayed
1659,1659,2024-04-03,2025-07-17,Delayed
1660,1660,2025-11-14,2026-01-25,Delayed
1661,1661,2025-12-24,2026-01-27,Lost
1662,1662,2025-05-19,2026-02-02,Delivered
1663,1663,2024-07-07,2026-02-07,Lost
1664,1664,2025-08-23,2025-12-20,Lost
1665,1665,2024-04-13,2025-03-03,Delayed
1666,1666,2025-01-05,2025-01-31,Lost
1667,1667,2025-11-15,2025-11-28,Lost
1668,1668,2024-09-13,2025-06-14,Delivered
1669,1669,2024-05-07,2024-08-14,Delivered
1670,1670,2024-08-31,2025-11-11,Delayed
1671,1671,2025-10-26,2025-11-21,Delayed
1672,1672,2025-03-20,2025-05-03,Lost
1673,1673,2024-11-18,2026-02-01,Lost
1674,1674,2026-01-09,2026-01-13,Delivered
1675,1675,2024-04-04,2025-02-22,Lost
1676,1676,2024-11-20,2026-01-21,Delayed
1677,1677,2026-01-11,2026-02-19,Delivered
1678,1678,2024-07-14,2024-09-17,Lost
1679,1679,2024-06-23,2024-09-30,Lost
1680,1680,2025-02-27,2025-08-16,Lost
1681,1681,2024-08-08,2025-08-29,Delayed
1682,1682,2025-08-02,2025-09-24,Delayed
1683,1683,2025-11-08,2026-01-01,Delayed
1684,1684,2025-09-15,2025-12-11,Lost
1685,1685,2025-12-21,2026-02-18,Lost
1686,1686,2024-08-09,2024-08-14,Delayed
1687,1687,2025-02-26,2025-10-28,Delayed
1688,1688,2026-01-30,2026-02-15,Lost
1689,1689,2025-03-07,2025-07-09,Delivered
1690,1690,2025-06-25,2025-06-26,Delivered
1691,1691,2026-02-22,2026-02-25,Delivered
1692,1692,2024-11-03,2025-05-10,Delayed
1693,1693,2024-05-21,2025-08-15,Delivered
1694,1694,2025-12-03,2026-01-10,Delivered
1695,1695,2025-01-30,2025-06-03,Delivered
1696,1696,2025-12-31,2026-01-15,Lost
1697,1697,2025-04-29,2025-08-10,Lost
1698,1698,2024-12-26,2025-07-06,Delivered
1699,1699,2024-12-07,2025-10-04,Delivered
1700,1700,2025-01-29,2025-04-20,Delivered
1701,1701,2024-05-13,2026-01-01,Delivered
1702,1702,2025-04-17,2025-06-12,Delayed
1703,1703,2025-03-17,2025-06-15,Delayed
1704,1704,2025-01-05,2025-06-12,Lost
1705,1705,2025-02-02,2025-09-15,Lost
1706,1706,2024-04-18,2024-12-14,Delivered
1707,1707,2024-11-19,2025-08-24,Delayed
1708,1708,2025-12-20,2026-02-07,Delayed
1709,1709,2025-12-26,2026-01-09,Delayed
1710,1710,2025-05-13,2025-10-25,Delayed
1711,1711,2024-07-28,2025-01-19,Delayed
1712,1712,2024-10-21,2025-02-10,Delayed
1713,1713,2024-10-15,2025-10-25,Delivered
1714,1714,2025-07-18,2025-08-22,Lost
1715,1715,2025-12-25,2026-02-06,Delivered
1716,1716,2024-03-25,2025-04-30,Delivered
1717,1717,2024-11-26,2025-02-23,Lost
1718,1718,2025-11-21,2025-12-30,Delayed
1719,1719,2025-08-20,2026-02-09,Lost
1720,1720,2025-11-16,2025-11-23,Delayed
1721,1721,2025-08-29,2025-11-29,Delivered
1722,1722,2024-06-19,2024-09-22,Lost
1723,1723,2025-12-23,2026-01-31,Delivered
1724,1724,2024-10-22,2025-05-09,Lost
1725,1725,2025-05-27,2025-07-04,Delayed
1726,1726,2024-08-12,2024-09-20,Delayed
1727,1727,2025-08-18,2025-12-04,Delayed
1728,1728,2024-04-22,2025-07-06,Delivered
1729,1729,2025-12-20,2026-02-13,Delayed
1730,1730,2025-07-03,2025-12-14,Delayed
1731,1731,2024-07-17,2025-09-20,Delivered
1732,1732,2026-02-15,2026-02-23,Delayed
1733,1733,2024-07-09,2024-10-21,Delayed
1734,1734,2024-08-27,2026-02-02,Lost
1735,1735,2024-10-11,2025-10-10,Delivered
1736,1736,2025-04-24,2025-09-30,Delayed
1737,1737,2024-12-25,2025-04-15,Delivered
1738,1738,2025-06-07,2025-11-19,Lost
1739,1739,2025-02-26,2025-06-05,Delivered
1740,1740,2025-07-24,2025-12-09,Delivered
1741,1741,2025-11-07,2026-01-01,Delayed
1742,1742,2026-02-19,2026-02-20,Delayed
1743,1743,2025-06-20,2025-11-25,Delivered
1744,1744,2024-09-21,2025-01-29,Delivered
1745,1745,2025-02-10,2026-01-05,Lost
1746,1746,2025-10-11,2025-11-21,Lost
1747,1747,2025-04-28,2025-05-17,Delivered
1748,1748,2025-09-08,2026-02-03,Lost
1749,1749,2025-07-14,2025-08-04,Delayed
1750,1750,2025-03-12,2025-08-18,Delivered
1751,1751,2024-06-20,2025-09-30,Lost
1752,1752,2024-12-20,2025-06-06,Delayed
1753,1753,2024-06-08,2025-02-13,Delayed
1754,1754,2025-07-18,2025-10-21,Delivered
1755,1755,2024-06-29,2025-10-05,Delayed
1756,1756,2025-02-27,2025-09-23,Delivered
1757,1757,2025-04-13,2025-12-12,Delivered
1758,1758,2025-02-26,2025-12-06,Lost
1759,1759,2026-02-04,2026-02-18,Lost
1760,1760,2025-06-16,2025-07-30,Lost
1761,1761,2024-04-23,2024-06-29,Delivered
1762,1762,2024-08-25,2024-10-30,Delivered
1763,1763,2024-07-03,2025-05-15,Delivered
1764,1764,2025-12-12,2026-01-27,Delivered
1765,1765,2025-08-16,2025-10-22,Lost
1766,1766,2024-04-15,2025-02-28,Lost
1767,1767,2024-05-18,2025-09-28,Delivered
1768,1768,2025-02-04,2025-07-13,Lost
1769,1769,2024-05-31,2024-08-14,Delivered
1770,1770,2024-06-12,2025-07-18,Lost
1771,1771,2024-10-07,2025-08-02,Delayed
1772,1772,2025-11-10,2026-01-30,Delayed
1773,1773,2024-12-25,2025-08-05,Delivered
1774,1774,2024-05-21,2026-02-06,Delayed
1775,1775,2025-07-26,2025-07-26,Delivered
1776,1776,2024-12-04,2025-02-07,Delayed
1777,1777,2025-10-23,2026-01-12,Delivered
1778,1778,2025-12-01,2025-12-16,Delayed
1779,1779,2024-10-15,2025-05-20,Delivered
1780,1780,2025-02-06,2025-03-11,Delayed
1781,1781,2025-04-01,2025-04-20,Delayed
1782,1782,2024-11-24,2025-07-21,Delayed
1783,1783,2024-07-27,2025-06-13,Delivered
